cats	Index	Forms	Notes_id	Dutch	English	Indonesian	v1894	v1904/1911	v1931	Swadesh	Swadesh_orig	remark	nt_form	nt_eng	nt_idn	nt_pos	nt_comment	nt_pc	Concepticon_Gloss	Concepticon_ID	concept_url	list_type
the Sigule-Salang list	add_314	atoea cha gampoen	NA	NA	the elders	orang tua	NA	NA	NA	NA	NA	NA							NA	NA	NA	added_data
the Sigule-Salang list	add_315	iadedenih gen oelawan	NA	NA	to surrender to the enemy	menyerah kepada musuh	NA	NA	NA	NA	NA	NA							NA	NA	NA	added_data
the Sigule-Salang list	add_316	féé ètòˈ	NA	NA	to hand over	menyerahkan	NA	NA	NA	NA	NA	NA							NA	NA	NA	added_data
the Sigule-Salang list	add_317	meulenda	NA	NA	to spend the night	menghabiskan malam	NA	NA	NA	NA	NA	NA							NA	NA	NA	added_data
the Sigule-Salang list	add_318	meen itano (djaberang)	NA	NA	to cross a river	menyeberangi sungai	NA	NA	NA	NA	NA	NA							NA	NA	NA	added_data
the Sigule-Salang list	add_319	fadehoe	NA	NA	aside	di sisi	NA	NA	NA	NA	NA	NA							NA	NA	NA	added_data
the Sigule-Salang list	add_320	djahot	NA	NA	a rebel	pemberontak	NA	NA	NA	NA	NA	NA							NA	NA	NA	added_data
the Sigule-Salang list	add_320	melawan	NA	NA	a rebel	pemberontak	NA	NA	NA	NA	NA	NA							NA	NA	NA	added_data
the Sigule-Salang list	add_321	oeloe	NA	NA	torch	obor	NA	NA	NA	NA	NA	NA							NA	NA	NA	added_data
the Sigule-Salang list	add_322	iadaheu mooela adat	NA	NA	uncivilised	tidak beradab	NA	NA	NA	NA	NA	NA							NA	NA	NA	added_data
the Sigule-Salang list	add_323	bedjanji	NA	NA	agreement	persetujuan	NA	NA	NA	NA	NA	NA							NA	NA	NA	added_data
the Sigule-Salang list	add_324	djanji	NA	NA	to agree	setuju	NA	NA	NA	NA	NA	NA							NA	NA	NA	added_data
the Sigule-Salang list	add_325	sepasang	NA	NA	a pair	sepasang	NA	NA	NA	NA	NA	NA							NA	NA	NA	added_data
the Sigule-Salang list	add_326	afalaˈ	NA	NA	violet	violet	NA	NA	NA	NA	NA	NA							NA	NA	NA	added_data
the Sigule-Salang list	add_327	ababoekoet	NA	NA	parcel	parsel	NA	NA	NA	NA	NA	NA							NA	NA	NA	added_data
the Sigule-Salang list	add_328	baoeja	NA	NA	eel	belut	NA	NA	NA	NA	NA	NA							NA	NA	NA	added_data
the Sigule-Salang list	add_329	koepiah	NA	NA	cap	topi	NA	NA	NA	NA	NA	NA							NA	NA	NA	added_data
the Sigule-Salang list	add_330	kaj nohé	NA	NA	sailor	pelaoet	NA	NA	NA	NA	NA	NA							NA	NA	NA	added_data
the Sigule-Salang list	add_331	bofooi doekoe	NA	NA	over the head	di atas kepala	NA	NA	NA	NA	NA	NA							NA	NA	NA	added_data
the Sigule-Salang list	add_332	faalkene bateu	NA	NA	under the house	di bawah rumah	NA	NA	NA	NA	NA	NA							NA	NA	NA	added_data
the Sigule-Salang list	add_333	faailawa	NA	NA	passing above	lewat di atas	NA	NA	NA	NA	NA	NA							NA	NA	NA	added_data
the Sigule-Salang list	add_334	feè geu mehan	NA	NA	go over there	pergi ke sana	NA	NA	NA	NA	NA	NA							NA	NA	NA	added_data
the Sigule-Salang list	add_335	aloen	NA	NA	square (in town)	alun-alun (kota)	NA	NA	NA	NA	NA	NA							NA	NA	NA	added_data
the Sigule-Salang list	add_336	rampas	NA	NA	to plunder	merampas	NA	NA	NA	NA	NA	NA							NA	NA	NA	added_data
the Sigule-Salang list	add_337	nehi	NA	NA	lint	serat	NA	NA	NA	NA	NA	NA							NA	NA	NA	added_data
the Sigule-Salang list	add_338	ladotan	NA	NA	to put	menaruh	NA	NA	NA	NA	NA	NA							NA	NA	NA	added_data
the Sigule-Salang list	add_338	aneefee nala	NA	NA		naik tanoh	NA	NA	NA	NA	NA	NA							NA	NA	NA	added_data
the Sigule-Salang list	add_339	manoedoejeu idaneu	NA	NA	private	pribadi	NA	NA	NA	NA	NA	NA							NA	NA	NA	added_data
the Sigule-Salang list	add_340	alembang	NA	NA	well	sumur	NA	NA	NA	NA	NA	NA							NA	NA	NA	added_data
the Sigule-Salang list	add_341	denˈoe	NA	NA	powders	bubuk	NA	NA	NA	NA	NA	NA							NA	NA	NA	added_data
the Sigule-Salang list	add_342	gase (nohe)	NA	NA	pole	tiang	NA	NA	NA	NA	NA	NA							NA	NA	NA	added_data
the Sigule-Salang list	add_343	fafa	NA	NA	plank, board	papan	NA	NA	NA	NA	NA	NA					Malay papan, p = f, final -n has been dropped		NA	NA	NA	added_data
the Sigule-Salang list	add_344	menijaˈ tanah	NA	NA	kerosene	minyak tanah	NA	NA	NA	NA	NA	NA							NA	NA	NA	added_data
the Sigule-Salang list	add_345	kaloe	NA	NA	fence	pagar	NA	NA	NA	NA	NA	NA							NA	NA	NA	added_data
the Sigule-Salang list	add_346	gosoq	NA	NA	to talk	berbicara	NA	NA	NA	NA	NA	NA							NA	NA	NA	added_data
the Sigule-Salang list	add_347	kedai	NA	NA	market	pasar	NA	NA	NA	NA	NA	NA							NA	NA	NA	added_data
the Sigule-Salang list	add_348	bèlingan	NA	NA	yard	halaman	NA	NA	NA	NA	NA	NA							NA	NA	NA	added_data
the Sigule-Salang list	add_349	fageting	NA	NA	edge	pinggir	NA	NA	NA	NA	NA	NA							NA	NA	NA	added_data
the Sigule-Salang list	add_350	hakoen	NA	NA	grater	parutan	NA	NA	NA	NA	NA	NA							NA	NA	NA	added_data
the Sigule-Salang list	add_351	mokokoen (bònia)	NA	NA	to grate (coconut)	memarut (kelapa)	NA	NA	NA	NA	NA	NA							NA	NA	NA	added_data
the Sigule-Salang list	add_352	teunteun	NA	NA	righteous	benar	NA	NA	NA	NA	NA	NA							NA	NA	NA	added_data
the Sigule-Salang list	add_353	manjoerèt	NA	NA	to calculate	menghitung	NA	NA	NA	NA	NA	NA							NA	NA	NA	added_data
the Sigule-Salang list	add_354	nininènèhe	NA	NA	to aim	membidik	NA	NA	NA	NA	NA	NA							NA	NA	NA	added_data
the Sigule-Salang list	add_355	bondāˈ	NA	NA	ring	cincin	NA	NA	NA	NA	NA	NA							NA	NA	NA	added_data
the Sigule-Salang list	add_356	daˈi	NA	NA	soot	jelaga	NA	NA	NA	NA	NA	NA							NA	NA	NA	added_data
the Sigule-Salang list	add_357	batoe	NA	NA	rock	batu	NA	NA	NA	NA	NA	NA							NA	NA	NA	added_data
the Sigule-Salang list	add_358	boele-boelé	NA	NA	to roll	menggulung	NA	NA	NA	NA	NA	NA							NA	NA	NA	added_data
the Sigule-Salang list	add_359	lela belinkan	NA	NA	to go round	pergi berkeliling	NA	NA	NA	NA	NA	NA							NA	NA	NA	added_data
the Sigule-Salang list	add_360	melàkòˈ	NA	NA	to smoke	merokok	NA	NA	NA	NA	NA	NA							NA	NA	NA	added_data
the Sigule-Salang list	add_361	menakeu	NA	NA	robber	pencuri	NA	NA	NA	NA	NA	NA							NA	NA	NA	added_data
the Sigule-Salang list	add_362	banoewa	NA	NA	space, room	ruang	NA	NA	NA	NA	NA	NA							NA	NA	NA	added_data
the Sigule-Salang list	add_363	singgà	NA	NA	pane of glass	panel kaca	NA	NA	NA	NA	NA	NA							NA	NA	NA	added_data
the Sigule-Salang list	add_364	kàsoer	NA	NA	couch	sofa	NA	NA	NA	NA	NA	NA							NA	NA	NA	added_data
the Sigule-Salang list	add_365	kajò	NA	NA	rich	kaya	NA	NA	NA	NA	NA	NA							NA	NA	NA	added_data
the Sigule-Salang list	add_366	ringgit	NA	NA	dollar	dolar	NA	NA	NA	NA	NA	NA							NA	NA	NA	added_data
the Sigule-Salang list	add_367	atoeleu	NA	NA	straight on	lurus	NA	NA	NA	NA	NA	NA							NA	NA	NA	added_data
the Sigule-Salang list	add_368	tenkop (tàpang)	NA	NA	window	jendela	NA	NA	NA	NA	NA	NA							NA	NA	NA	added_data
the Sigule-Salang list	add_369	aloen	NA	NA	gorge	ngarai	NA	NA	NA	NA	NA	NA							NA	NA	NA	added_data
the Sigule-Salang list	add_370	rangkian	NA	NA	store house for rice	lumbung padi	NA	NA	NA	NA	NA	NA							NA	NA	NA	added_data
the Sigule-Salang list	add_371	soesi	NA	NA	to clean	membersihkan	NA	NA	NA	NA	NA	NA							NA	NA	NA	added_data
the Sigule-Salang list	add_372	rentjong	NA	NA	rentjong	rencong	NA	NA	NA	NA	NA	NA							NA	NA	NA	added_data
the Sigule-Salang list	add_373	goedang	NA	NA	storehouse	gudang	NA	NA	NA	NA	NA	NA							NA	NA	NA	added_data
the Sigule-Salang list	add_374	sapoe	NA	NA	broom	sapu	NA	NA	NA	NA	NA	NA							NA	NA	NA	added_data
the Sigule-Salang list	add_375	koenting	NA	NA	clean	bersih	NA	NA	NA	NA	NA	NA							NA	NA	NA	added_data
the Sigule-Salang list	add_376	feuheu (laba)	NA	NA	scorpion	kalajengking	NA	NA	NA	NA	NA	NA							NA	NA	NA	added_data
the Sigule-Salang list	add_377	pinter	NA	NA	cleverness	kepintaran	NA	NA	NA	NA	NA	NA							NA	NA	NA	added_data
the Sigule-Salang list	add_378	wataroe	NA	NA	fright	ketakutan	NA	NA	NA	NA	NA	NA							NA	NA	NA	added_data
the Sigule-Salang list	add_379	samboˈ	NA	NA	scabies	kudis	NA	NA	NA	NA	NA	NA							NA	NA	NA	added_data
the Sigule-Salang list	add_380	abéta	NA	NA	to fear	takut	NA	NA	NA	NA	NA	NA							NA	NA	NA	added_data
the Sigule-Salang list	add_381	loeloet (rohoˈ)	NA	NA	cigarette	rokok	NA	NA	NA	NA	NA	NA							NA	NA	NA	added_data
the Sigule-Salang list	add_382	sirap	NA	NA	shingle	sirap	NA	NA	NA	NA	NA	NA							NA	NA	NA	added_data
the Sigule-Salang list	add_383	meuleu	NA	NA	sleep	tidur	NA	NA	NA	NA	NA	NA							NA	NA	NA	added_data
the Sigule-Salang list	add_384	koenoi nònòˈ	NA	NA	key	kunci	NA	NA	NA	NA	NA	NA							NA	NA	NA	added_data
the Sigule-Salang list	add_385	ondong²	NA	NA	veil	kerudung	NA	NA	NA	NA	NA	NA							NA	NA	NA	added_data
the Sigule-Salang list	add_386	nikoeroeng	NA	NA	to lock	mengunci	NA	NA	NA	NA	NA	NA							NA	NA	NA	added_data
the Sigule-Salang list	add_387	bacham	NA	NA	to taste	mencicipi	NA	NA	NA	NA	NA	NA							NA	NA	NA	added_data
the Sigule-Salang list	add_388	akō²	NA	NA	to snore	mendengkur	NA	NA	NA	NA	NA	NA							NA	NA	NA	added_data
the Sigule-Salang list	add_389	niboentoeng	NA	NA	to cut	memotong	NA	NA	NA	NA	NA	NA							NA	NA	NA	added_data
the Sigule-Salang list	add_390	nefa toetoe	NA	NA	spurs	taji	NA	NA	NA	NA	NA	NA							NA	NA	NA	added_data
the Sigule-Salang list	add_391	panoti	NA	NA	pin	peniti	NA	NA	NA	NA	NA	NA							NA	NA	NA	added_data
the Sigule-Salang list	add_392	soesi	NA	NA	to clean	membersihkan	NA	NA	NA	NA	NA	NA							NA	NA	NA	added_data
the Sigule-Salang list	add_393	mèngè ela	NA	NA			NA	NA	NA	NA	NA	NA					<? Dutch uncleaɾ>		NA	NA	NA	added_data
the Sigule-Salang list	add_394	salimoet	NA	NA	blanket	selimut	NA	NA	NA	NA	NA	NA							NA	NA	NA	added_data
the Sigule-Salang list	add_395	samin	NA	NA	mirror	cermin	NA	NA	NA	NA	NA	NA							NA	NA	NA	added_data
the Sigule-Salang list	add_396	nebeta	NA	NA	to split	membelah, membagi	NA	NA	NA	NA	NA	NA							NA	NA	NA	added_data
the Sigule-Salang list	add_397	batoe bohaoˈ	NA	NA	coal	batu bara	NA	NA	NA	NA	NA	NA							NA	NA	NA	added_data
the Sigule-Salang list	add_398	soso kopan	NA	NA	prow (of a ship)	kemudi (kapal)	NA	NA	NA	NA	NA	NA							NA	NA	NA	added_data
the Sigule-Salang list	add_399	tendjoe	NA	NA	to stab	menusuk	NA	NA	NA	NA	NA	NA							NA	NA	NA	added_data
the Sigule-Salang list	add_400	bòhòng²	NA	NA	sidewalk	trotoar	NA	NA	NA	NA	NA	NA							NA	NA	NA	added_data
the Sigule-Salang list	add_401	perato karosie	NA	NA	stair	tangga	NA	NA	NA	NA	NA	NA							NA	NA	NA	added_data
the Sigule-Salang list	add_402	melawan	NA	NA	audacious	berani	NA	NA	NA	NA	NA	NA							NA	NA	NA	added_data
the Sigule-Salang list	add_403	tewabeulleu	NA	NA	stiff	kaku	NA	NA	NA	NA	NA	NA							NA	NA	NA	added_data
the Sigule-Salang list	add_404	baléchi alé	NA	NA	straw	jerami	NA	NA	NA	NA	NA	NA							NA	NA	NA	added_data
the Sigule-Salang list	add_405	stroop	NA	NA	strap	tali	NA	NA	NA	NA	NA	NA							NA	NA	NA	added_data
the Sigule-Salang list	add_405	oelabi	NA	NA	strap	tali	NA	NA	NA	NA	NA	NA							NA	NA	NA	added_data
the Sigule-Salang list	add_406	gombor	NA	NA	scaly <?>	bersisik	NA	NA	NA	NA	NA	NA							NA	NA	NA	added_data
the Sigule-Salang list	add_407	roemah bola	NA	NA	club	klub	NA	NA	NA	NA	NA	NA							NA	NA	NA	added_data
the Sigule-Salang list	add_408	abaga	NA	NA	ditch	parit	NA	NA	NA	NA	NA	NA							NA	NA	NA	added_data
the Sigule-Salang list	add_409	mètaˈon	NA	NA	to stand still	berdiri diam	NA	NA	NA	NA	NA	NA							NA	NA	NA	added_data
the Sigule-Salang list	add_410	bélé meleu	NA	NA	bedroom	kamar tidur	NA	NA	NA	NA	NA	NA							NA	NA	NA	added_data
the Sigule-Salang list	add_411	neucheuteˈ	NA	NA	to write	menulis	NA	NA	NA	NA	NA	NA							NA	NA	NA	added_data
the Sigule-Salang list	add_412	kaai nohè	NA	NA			NA	NA	NA	NA	NA	NA					stellen <? Dutch unclear>		NA	NA	NA	added_data
the Sigule-Salang list	add_413	alĕulĕu	NA	NA	slack	kendur	NA	NA	NA	NA	NA	NA							NA	NA	NA	added_data
the Sigule-Salang list	add_414	roegi	NA	NA	damage	kerusakan	NA	NA	NA	NA	NA	NA							NA	NA	NA	added_data
the Sigule-Salang list	add_415	māneˈ	NA	NA	to rise	bangkit, terbit	NA	NA	NA	NA	NA	NA							NA	NA	NA	added_data
the Sigule-Salang list	add_416	tewa beulheu	NA	NA	downpour	hujan deras	NA	NA	NA	NA	NA	NA							NA	NA	NA	added_data
the Sigule-Salang list	add_417	medja	NA	NA	table	meja	NA	NA	NA	NA	NA	NA							NA	NA	NA	added_data
the Sigule-Salang list	add_418	nesoerè	NA	NA	to draw	menggambar	NA	NA	NA	NA	NA	NA							NA	NA	NA	added_data
the Sigule-Salang list	add_419	iadeu soeka	NA	NA	aversion	keengganan	NA	NA	NA	NA	NA	NA							NA	NA	NA	added_data
the Sigule-Salang list	add_420	ètong	NA	NA	to count	menghitung	NA	NA	NA	NA	NA	NA							NA	NA	NA	added_data
the Sigule-Salang list	add_421	mawelung	NA	NA	to return	mengembalikan	NA	NA	NA	NA	NA	NA							NA	NA	NA	added_data
the Sigule-Salang list	add_422	wàrena bafa	NA	NA	tent	tenda	NA	NA	NA	NA	NA	NA							NA	NA	NA	added_data
the Sigule-Salang list	add_423	marå	NA	NA	wrath	kemarahan	NA	NA	NA	NA	NA	NA							NA	NA	NA	added_data
the Sigule-Salang list	add_424	teutoeloe	NA	NA	to show	menunjukan	NA	NA	NA	NA	NA	NA					? teulen		NA	NA	NA	added_data
the Sigule-Salang list	add_425	soekå	NA	NA	affectionate	kasih sayang	NA	NA	NA	NA	NA	NA							NA	NA	NA	added_data
the Sigule-Salang list	add_426	kasih adzin	NA	NA	to allow	mengizinkan	NA	NA	NA	NA	NA	NA							NA	NA	NA	added_data
the Sigule-Salang list	add_427	djagå	NA	NA	to watch	memantau	NA	NA	NA	NA	NA	NA							NA	NA	NA	added_data
the Sigule-Salang list	add_428	olong pisoran	NA	NA	funnel	corong	NA	NA	NA	NA	NA	NA							NA	NA	NA	added_data
the Sigule-Salang list	add_429	ela	NA	NA	to pull	menarik	NA	NA	NA	NA	NA	NA							NA	NA	NA	added_data
the Sigule-Salang list	add_430	eatawe oewi	NA	NA	doubt	ragu	NA	NA	NA	NA	NA	NA							NA	NA	NA	added_data
the Sigule-Salang list	add_430	frepikeu oewotawe	NA	NA	doubt	ragu	NA	NA	NA	NA	NA	NA							NA	NA	NA	added_data
the Sigule-Salang list	add_431	faboenoeh	NA	NA	to quarrel	bertengkar	NA	NA	NA	NA	NA	NA							NA	NA	NA	added_data
the Sigule-Salang list	add_432	tangko ˈ	NA	NA	time	waktu	NA	NA	NA	NA	NA	NA							NA	NA	NA	added_data
the Sigule-Salang list	add_433	senang	NA	NA	content	isi	NA	NA	NA	NA	NA	NA							NA	NA	NA	added_data
the Sigule-Salang list	add_434	minet	NA	NA	minute	menit	NA	NA	NA	NA	NA	NA							NA	NA	NA	added_data
the Sigule-Salang list	add_435	matjan	NA	NA	tiger	macan	NA	NA	NA	NA	NA	NA							NA	NA	NA	added_data
the Sigule-Salang list	add_436	kasoer²	NA	NA	discord	perselisihan	NA	NA	NA	NA	NA	NA							NA	NA	NA	added_data
the Sigule-Salang list	add_437	samå samå	NA	NA	at the same time	dalam waktu yang sama	NA	NA	NA	NA	NA	NA							NA	NA	NA	added_data
the Sigule-Salang list	add_438	gedaj	NA	NA	shop	belanja	NA	NA	NA	NA	NA	NA							NA	NA	NA	added_data
the Sigule-Salang list	add_439	euna	NA	NA	to hit	memukul	NA	NA	NA	NA	NA	NA							NA	NA	NA	added_data
the Sigule-Salang list	add_440	migala	NA	NA	to go out	pergi keluar	NA	NA	NA	NA	NA	NA							NA	NA	NA	added_data
the Sigule-Salang list	add_441	ijrochoaga	NA	NA	to slip	tergelincir	NA	NA	NA	NA	NA	NA					<ijrochoaga?>		NA	NA	NA	added_data
the Sigule-Salang list	add_442	feédomò ómò	NA	NA	to lend	meminjam	NA	NA	NA	NA	NA	NA							NA	NA	NA	added_data
the Sigule-Salang list	add_443	nefije eu	NA	NA	to squeeze out	memompa keluar	NA	NA	NA	NA	NA	NA							NA	NA	NA	added_data
the Sigule-Salang list	add_444	boemba	NA	NA	to pump out	memompa keluar	NA	NA	NA	NA	NA	NA							NA	NA	NA	added_data
the Sigule-Salang list	add_445	metaon	NA	NA	to rest	beristirahat	NA	NA	NA	NA	NA	NA							NA	NA	NA	added_data
the Sigule-Salang list	add_446	metaoun ita	NA	NA	to scold	memarahi	NA	NA	NA	NA	NA	NA							NA	NA	NA	added_data
the Sigule-Salang list	add_447	eawa	NA	NA	a view	melihat	NA	NA	NA	NA	NA	NA							NA	NA	NA	added_data
the Sigule-Salang list	add_448	nitahån	NA	NA	to bear, to stand	menahan	NA	NA	NA	NA	NA	NA							NA	NA	NA	added_data
the Sigule-Salang list	add_449	foele do nohe	NA	NA	away from home	jauh dari rumah	NA	NA	NA	NA	NA	NA					The following items appear below this line (also in separate lines): (i) deri wemah sampaj di kali foeli fòhé (nohé) lento/nanto; (ii) fageting gelowa		NA	NA	NA	added_data
the Sigule-Salang list	add_450	koea	NA	NA	to fall	jatuh	NA	NA	NA	NA	NA	NA							NA	NA	NA	added_data
the Sigule-Salang list	add_451	ohé	NA	NA	to catch	menangkah	NA	NA	NA	NA	NA	NA							NA	NA	NA	added_data
the Sigule-Salang list	add_452	baoisnajo	NA	NA	cask	peti	NA	NA	NA	NA	NA	NA							NA	NA	NA	added_data
the Sigule-Salang list	add_453	bebé	NA	NA	hide	bersembunyi	NA	NA	NA	NA	NA	NA							NA	NA	NA	added_data
the Sigule-Salang list	add_454	tjiritera	NA	NA	story	cerita	NA	NA	NA	NA	NA	NA							NA	NA	NA	added_data
the Sigule-Salang list	add_455	nibaloet	NA	NA	bandage	perban	NA	NA	NA	NA	NA	NA							NA	NA	NA	added_data
the Sigule-Salang list	add_455	dalélét	NA	NA	bandage	perban	NA	NA	NA	NA	NA	NA							NA	NA	NA	added_data
the Sigule-Salang list	add_456	faieu	NA	NA	to forbid	menghindari	NA	NA	NA	NA	NA	NA							NA	NA	NA	added_data
the Sigule-Salang list	add_457	faboenoeh	NA	NA	to fight	melawan	NA	NA	NA	NA	NA	NA							NA	NA	NA	added_data
the Sigule-Salang list	add_458	samboej	NA	NA	defense	bertahan	NA	NA	NA	NA	NA	NA							NA	NA	NA	added_data
the Sigule-Salang list	add_459	nifoa noōchoe (sawah piring)	NA	NA	to divide	memisahkan	NA	NA	NA	NA	NA	NA							NA	NA	NA	added_data
the Sigule-Salang list	add_460	tahan	NA	NA	to bear, stand s.th.	menanggung	NA	NA	NA	NA	NA	NA							NA	NA	NA	added_data
the Sigule-Salang list	add_461	matechaidaneu	NA	NA	to drown	menenggelamkan	NA	NA	NA	NA	NA	NA							NA	NA	NA	added_data
the Sigule-Salang list	add_462	iademoe ila lala	NA	NA	to lose oneˈs way	kehilangan arah	NA	NA	NA	NA	NA	NA							NA	NA	NA	added_data
the Sigule-Salang list	add_463	bemoesoean	NA	NA	to retaliate	membalas	NA	NA	NA	NA	NA	NA							NA	NA	NA	added_data
the Sigule-Salang list	add_464	kasian	NA	NA	to forgive	memaafkan	NA	NA	NA	NA	NA	NA							NA	NA	NA	added_data
the Sigule-Salang list	add_465	rasoen	NA	NA	to poison	meracunkan	NA	NA	NA	NA	NA	NA							NA	NA	NA	added_data
the Sigule-Salang list	add_466	afoea	NA	NA	to let	membiarkan	NA	NA	NA	NA	NA	NA							NA	NA	NA	added_data
the Sigule-Salang list	add_467	taboei (oeoi)	NA	NA	to chase away	mengajar	NA	NA	NA	NA	NA	NA							NA	NA	NA	added_data
the Sigule-Salang list	add_468	alòˈ aitoˈ	NA	NA	tired	lelah	NA	NA	NA	NA	NA	NA							NA	NA	NA	added_data
the Sigule-Salang list	add_469	aèn dàfà	NA	NA	to shorten	memendekan	NA	NA	NA	NA	NA	NA							NA	NA	NA	added_data
the Sigule-Salang list	add_470	tolohi	NA	NA	to leave	meninggalkan	NA	NA	NA	NA	NA	NA							NA	NA	NA	added_data
the Sigule-Salang list	add_471	tāja	NA	NA	to lose	menghilang	NA	NA	NA	NA	NA	NA							NA	NA	NA	added_data
the Sigule-Salang list	add_472	(euchi) afaj	NA	NA	to renew	memperbaharui	NA	NA	NA	NA	NA	NA							NA	NA	NA	added_data
the Sigule-Salang list	add_473	boea banoewane	NA	NA	to move s.t.	memindahkan	NA	NA	NA	NA	NA	NA							NA	NA	NA	added_data
the Sigule-Salang list	add_474	nijasa	NA	NA	to shift s.t.	menggeser	NA	NA	NA	NA	NA	NA							NA	NA	NA	added_data
the Sigule-Salang list	add_475	abeleu	NA	NA	to stengthen	menguatkan	NA	NA	NA	NA	NA	NA							NA	NA	NA	added_data
the Sigule-Salang list	add_476	nibeutoe bisaraˈ	NA	NA	to tell	mengatakan	NA	NA	NA	NA	NA	NA							NA	NA	NA	added_data
the Sigule-Salang list	add_477	persaja	NA	NA	to trust	mempercayai	NA	NA	NA	NA	NA	NA							NA	NA	NA	added_data
the Sigule-Salang list	add_478	lelevhi	NA	NA	to replace	mengganti	NA	NA	NA	NA	NA	NA							NA	NA	NA	added_data
the Sigule-Salang list	add_479	bèbè	NA	NA	to peel (skin)	mengupas	NA	NA	NA	NA	NA	NA							NA	NA	NA	added_data
the Sigule-Salang list	add_480	òhe	NA	NA	to continue	melanjutkan	NA	NA	NA	NA	NA	NA							NA	NA	NA	added_data
the Sigule-Salang list	add_481	sĕdè	NA	NA	mind, intellect	pikiran	NA	NA	NA	NA	NA	NA							NA	NA	NA	added_data
the Sigule-Salang list	add_482	nieudeu	NA	NA	to request	meminta	NA	NA	NA	NA	NA	NA							NA	NA	NA	added_data
the Sigule-Salang list	add_483	aboea	NA	NA	to make heavier	memberatkan	NA	NA	NA	NA	NA	NA							NA	NA	NA	added_data
the Sigule-Salang list	add_484	migala	NA	NA	ask/request again	minta kembali	NA	NA	NA	NA	NA	NA							NA	NA	NA	added_data
the Sigule-Salang list	add_485	ogaja imbo	NA	NA	flame	api	NA	NA	NA	NA	NA	NA							NA	NA	NA	added_data
the Sigule-Salang list	add_486	rakit	NA	NA	raft	rakit	NA	NA	NA	NA	NA	NA							NA	NA	NA	added_data
the Sigule-Salang list	add_487	ogaja kopan	NA	NA	fleet	armada	NA	NA	NA	NA	NA	NA							NA	NA	NA	added_data
the Sigule-Salang list	add_488	héran	NA	NA	surprised	kaget	NA	NA	NA	NA	NA	NA							NA	NA	NA	added_data
the Sigule-Salang list	add_489	idaneu alawa	NA	NA	tidal wave	gelombang pasang	NA	NA	NA	NA	NA	NA							NA	NA	NA	added_data
the Sigule-Salang list	add_490	lapé	NA	NA	lining	lapisan	NA	NA	NA	NA	NA	NA							NA	NA	NA	added_data
the Sigule-Salang list	add_491	eu(da)	NA	NA	food	makanan	NA	NA	NA	NA	NA	NA					food: eu(da=enda kita); enda = kita poenja nasi		NA	NA	NA	added_data
the Sigule-Salang list	add_492	achaea	NA	NA	forward	maju	NA	NA	NA	NA	NA	NA							NA	NA	NA	added_data
the Sigule-Salang list	add_493	euhi	NA	NA	to fill	mengisi	NA	NA	NA	NA	NA	NA					“ösi”, “ngösi” ‘to fill’ in Soendanese		NA	NA	NA	added_data
the Sigule-Salang list	add_493	neuhi	NA	NA	to fill	mengisi	NA	NA	NA	NA	NA	NA					“ösi”, “ngösi” ‘to fill’ in Soendanese		NA	NA	NA	added_data
the Sigule-Salang list	add_494	nånå naiteu	NA	NA	spark	percikan	NA	NA	NA	NA	NA	NA							NA	NA	NA	added_data
the Sigule-Salang list	add_495	batoe ai	NA	NA	flint	batu api	NA	NA	NA	NA	NA	NA							NA	NA	NA	added_data
the Sigule-Salang list	add_496	lachoep	NA	NA	be afraid	ketakutan	NA	NA	NA	NA	NA	NA							NA	NA	NA	added_data
the Sigule-Salang list	add_497	atahoet	NA	NA	fear	takut	NA	NA	NA	NA	NA	NA							NA	NA	NA	added_data
the Sigule-Salang list	add_498	āràmˈ	NA	NA	beacon-light	lampu suar	NA	NA	NA	NA	NA	NA							NA	NA	NA	added_data
the Sigule-Salang list	add_499	atalew	NA	NA	to file	mengajukan	NA	NA	NA	NA	NA	NA							NA	NA	NA	added_data
the Sigule-Salang list	add_500	padegangan	NA	NA	stranger	orang asing	NA	NA	NA	NA	NA	NA							NA	NA	NA	added_data
the Sigule-Salang list	add_501	kotor	NA	NA	dirty	kotor	NA	NA	NA	NA	NA	NA							NA	NA	NA	added_data
the Sigule-Salang list	add_502	afō	NA	NA	fork	garpu	NA	NA	NA	NA	NA	NA							NA	NA	NA	added_data
the Sigule-Salang list	add_503	ambeu	NA	NA	to reduce	mengurangi	NA	NA	NA	NA	NA	NA							NA	NA	NA	added_data
the Sigule-Salang list	add_504	lepas	NA	NA	to pass	melewati	NA	NA	NA	NA	NA	NA							NA	NA	NA	added_data
the Sigule-Salang list	add_505	denih	NA	NA	to allow	memperbolehkan	NA	NA	NA	NA	NA	NA							NA	NA	NA	added_data
the Sigule-Salang list	add_506	anoe enoekeu	NA	NA	cautious	hati hati	NA	NA	NA	NA	NA	NA							NA	NA	NA	added_data
the Sigule-Salang list	add_507	radjå	NA	NA	king	raja	NA	NA	NA	NA	NA	NA							NA	NA	NA	added_data
the Sigule-Salang list	add_508	baloewakaké	NA	NA	sole of foot	telapak kaki	NA	NA	NA	NA	NA	NA							NA	NA	NA	added_data
